isbn,data_source,title,authors,publisher,publication_date,language,page_count,categories,average_rating,ratings_count,description,thumbnail,binding,dimensions,weight
9780439559638,Google Books,Geronimo's Fabumouse Adventures,,,2004,en,128.0,Adventure stories,5.0,1.0,"Annotation. Join Geronimo as he embarks on a treasure hunt, learns the secret of the Seven Wonders of the Ancient World, deals with an evil doppleganger, rescues his cousin from Transratania and much more! Includes Lost Treasure of the Emerald Eye, The Curse of the Cheese Pyramid, Cat and Mouse in a Haunted House, I'm Too Fond of My Fur, Four Mice Deep in the Jungle, Paws Off, Cheddarface!, Red Pizzas for a Blue Count and Attack of the Bandit Cats.",http://books.google.com/books/content?id=Xi-vjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439559645,Open Library,Germino stilton and the curse of the cheese pyramid,Elisabetta Dami,‎Scholastic Incorporated,February 2004,,,"Adventure and adventurers, fiction, Mice, fiction, Children's fiction, Stilton, geronimo (fictitious character), fiction, Humorous stories",,,,https://covers.openlibrary.org/b/id/14823478-M.jpg,,,
9780439559652,Open Library,Cat and mouse in a haunted house,Elisabetta Dami,Scholastic,2004,,111.0,"Ghost stories, Animals, Journalists, Geronimo Stilton (Fictitious character), Juvenile fiction",,,,https://covers.openlibrary.org/b/id/278414-M.jpg,,,
9780439690546,Google Books,The Adventures of Super Diaper Baby,Dav Pilkey,,2002,en,125.0,Heroes,,,"Irrepressible friends George and Harold create a new comic book superhero, Super Diaper Baby.",,,,
9780439698627,Google Books,The First Captain Underpants Collection,Dav Pilkey,,2004-10,en,0.0,Juvenile Fiction,5.0,1.0,"Find out how it all began! It's the FIRST Captain Underpants Collection, featuring the first four novels in the bestselling, popular, hilarious series. Also includes a sticker sheet with all-new art! Now you can have the first four books in one boxed set-along with a super-cool sticker sheet featuring your favorite characters! The award-winning Captain Underpants books have received rave reviews across the nation and have been translated into numerous languages, including Spanish, Italian, Korea",http://books.google.com/books/content?id=Qi8_GQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439715652,Google Books,Fearless Feats,Laurie Calkhoven,,2005,en,108.0,Records (Achievements),,,,http://books.google.com/books/content?id=3uLSlKEqtU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439745840,Google Books,Awesome Ocean Records,,Scholastic Incorporated,2005,en,36.0,Curiosities and wonders,,,"""What's the largest fish in the ocean? Which shark has the strongest bite? How high can seaweed grow? Is a sunfish the heaviest bony fish ever? Did a dog really learn how to scuba dive? Go for a swim with the sea's most amazing creatures. This Guinness World Records reader features the Top 10 most awesome ocean records of all time.""--Back cover.",http://books.google.com/books/content?id=TlqVS4Km8ZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439745857,Google Books,Wild Lives,"Dina Anastasio, Ryan Herndon",,2005,en,108.0,Juvenile Nonfiction,,,"For 50 years, Guinness World Records has been collecting cool facts about the world's most amazing record-breakers. In this collection, we focus on the animal and plant kindoms. From the friendliest to the most dangerous, the coldest to the wettest, in fossils and in flocks, the creatures and the climates of the natural world amaze and astonish us.",http://books.google.com/books/content?id=RcfHmi_AUrIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439756686,Google Books,The Adventures of Captain Underpants,Dav Pilkey,Blue Sky Press (AZ),2005,en,117.0,Juvenile Fiction,5.0,2.0,"When George and Harold hypnotize their principal into thinking that he is the superhero Captain Underpants, he leads them to the lair of the nefarious Dr. Diaper, in the 8 1/2th Anniversary special edition which comes with a lenticular cover and a CD of songs.",http://books.google.com/books/content?id=9SVYPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439810579,Google Books,Guinness World Records Incredible Collection,Inc. Scholastic,Scholastic Paperbacks,2006,en,140.0,Juvenile Nonfiction,,,40 records about amazing animals and amazing feats.,http://books.google.com/books/content?id=bk-BLXCwjUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439820905,Google Books,Spelling Machine,Keith Faulkner,Cartwheel Books,2006,en,0.0,English language,,,"A spelling machine and book in one, this innovative format encourages and supports children as they learn to spell and start to read! A unique wheel mechanism enables kids to dial letters to spell words, while a simple flap hides the word until the child is finished dialing.",http://books.google.com/books/content?id=DRTJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439841177,Google Books,The Mummy with No Name,Geronimo Stilton,Scholastic Paperbacks,2006,en,98.0,Juvenile Fiction,,,"When Geronimo receives an urgent message from Professor Sandsnout just before Halloween, he rushes over to the Egyptian Mouseum in New Mouse City and discovers real live mummies.",http://books.google.com/books/content?id=OuqmjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439865623,Google Books,Guinness World Records,Lisa L. Ryan-Herndon,,2007,en,0.0,Juvenile Nonfiction,,,Records a wide-variety of record breaking events involving things which are taken to the extreme.,http://books.google.com/books/content?id=nlm_AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780439927246,Google Books,Let's Go to the Farm and the Zoo,"Scholastic, Inc. Staff, Mark Bernthal",Barney Books,2007,en,52.0,Juvenile Fiction,,,"In the first story, Barney, Baby Bop, and BJ spend the day working on a farm, learning how to milk cows, gather eggs, and drive a tractor; in the second story, BJ and Barney visit the zoo and learn about the animals.",http://books.google.com/books/content?id=ekRckMW3rmwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780448455921,Google Books,I Can Share!,Karen Katz,National Geographic Books,2011-07-07,en,0.0,Juvenile Fiction,,,"You can't have my bike! But maybe I'll let you take it for a ride! Learning to share is one of the harder social rules for little ones to follow, but with this sweet book, it will be a little easier. This 8x8 book has sturdy pages for little hands! It also includes a sheet of stickers.",http://books.google.com/books/content?id=sKmNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545017152,Google Books,Let's Go Visit the School,Mark S. Bernthal,Barney Books,2007,en,28.0,Juvenile Fiction,2.0,1.0,"Visit a school with your favorite purple dinosaur! Join Barney and Baby Bop as they visit a school and learn all about how much fun it is. Baby Bop meets Scamper the guinea pig, listens to stories, paints, and builds a sand castle! What will be her favorite part of the day?",http://books.google.com/books/content?id=LJoPFYe_7msC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545017176,Google Books,Let's Go Visit the Police Station,Mark S. Bernthal,Scholastic Inc.,2008-07-21,en,32.0,Juvenile Fiction,,,Barney and BJ visit a police station to learn about how police officers do their job.,http://books.google.com/books/content?id=OA38TytANswC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9780545017183,Google Books,Let's Go Visit the Doctor,Margie Larsen,Barney Books,2008-07-21,en,28.0,Juvenile Fiction,,,"Baby Bop is a little scared to go to the doctor for a checkup, but she soons learns that there is nothing to worry about.",http://books.google.com/books/content?id=PyhB1XzDbMEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545021340,Google Books,"Geronimo Stilton, Secret Agent",Geronimo Stilton,Scholastic Paperbacks,2008-07-01,en,109.0,Juvenile Fiction,4.5,4.0,"Geronimo Stilton finds himself on a mission to locate an important document, after secret agent Kornelius von Kickpay, his old friend from elementary school, shows up in town wearing his classic trenchcoat and sunglasses.",http://books.google.com/books/content?id=TwGZHwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545022873,Google Books,The Tra-la-laa-rific Captain Underpants Collection,Dav Pilkey,Blue Sky Press,2007,en,,Juvenile Fiction,5.0,1.0,"Offers four previously published adventures featuring Harold, George, and principal-turned-superhero Captain Underpants.",http://books.google.com/books/content?id=Y2kCPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545026031,Google Books,Old MacDonald,Jill Ackerman,Cartwheel Books,2007-07,en,0.0,Juvenile Fiction,,,An illustrated version of a segment of the traditional song describing the inhabitants of Old MacDonald's farm. The hand puppet features a different animal on each finger.,http://books.google.com/books/content?id=nE73mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545027274,Google Books,Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,Blue Sky Press (AZ),2007-10-01,en,144.0,Juvenile Fiction,,,Principal Krupp becomes the superhero Captain Underpants in order to save the world and his school from the Turbo Toilet 2000.,http://books.google.com/books/content?id=MoWXngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545030380,Google Books,This Little Piggy,Jill Ackerman,Cartwheel Books,2007-07,en,0.0,Juvenile Fiction,,,"Colorful hand puppet with a pig on each finger comes with a board book attached to the palm containing the nursery rhyme ""This little piggy.""",http://books.google.com/books/content?id=MmJuPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545073028,Google Books,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space (and the Subsequent Assault of the Equally Evil Lunchroom Zombie Nerds),Dav Pilkey,Blue Sky Press (AZ),2008,en,144.0,Juvenile Fiction,5.0,1.0,Only Captain Underpants can stop the three evil space aliens who have invaded Jerome Horwitz Elementary School and turned everyone into lunchroom zombie nerds.,http://books.google.com/books/content?id=Y-blLAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545084932,Google Books,Captain Underpants and the Wrath of the Wicked Wedgie Woman,Dav Pilkey,,2001,en,165.0,Bullying,,,"George and Harold have really done it this time-- they've created a monster! She's faster, smarter, and more evil than anything the world has seen before--she's Wedgie Woman! With the help of her horrible robots and her horrendous hairdo, Wedgie Woman is on a mission to take over the world, and she'll give a whopping wedgie to anyone who stands in her way--including Captain Underpants.",,,,
9780545103671,Google Books,Thea Stilton and the Dragon's Code,"Geronimo Stilton, Thea Stilton",Scholastic Paperbacks,2009,en,158.0,Juvenile Fiction,4.0,6.0,Thea Stilton and her journalism class try to find a missing student.,http://books.google.com/books/content?id=TJMzPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545103695,Google Books,The Karate Mouse,Geronimo Stilton,Scholastic Inc.,2010,en,130.0,Juvenile Fiction,4.0,18.0,Geronimo is in Japan and only has a week to become champion material for the World Karate Championships.,http://books.google.com/books/content?id=bVnSuimiIc0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9780545103763,Google Books,The Giant Diamond Robbery,Geronimo Stilton,Scholastic Inc.,2011,en,130.0,Juvenile Fiction,3.5,4.0,Geronimo and Kornelius have to find out who wants to steal the diamond-studded Super Mouse Cup.,http://books.google.com/books/content?id=ClPVFHd-G0EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9780545150590,Google Books,Thea Stilton and the Ghost of the Shipwreck,Thea Stilton,Scholastic Paperbacks,2010,en,157.0,Juvenile Fiction,,,"When their marine biology professor disappears, the Thea Sisters search for him, and together they try to stop some wicked mice from stealing a treasure lost in a shipwreck, after which they head to China to find another treasure.",http://books.google.com/books/content?id=f0fZngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545150606,Google Books,Thea Stilton and the Mountain of Fire,Thea Stilton,Scholastic Paperbacks,2009,en,176.0,Juvenile Fiction,,,"When the sheep on Nicky's family's ranch start losing their wool, the Thea Sisters head to Australia to investigate.",http://books.google.com/books/content?id=tluangEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545150613,Google Books,Off I Go!: An Acorn Book (Princess Truly #2),Kelly Greenawalt,Scholastic Inc.,2019-12-03,en,179.0,Juvenile Fiction,4.0,7.0,"In this amazing adventure, Thea's friends the Thea Sisters head to Peru, where a good friend of Paulina's is in danger. There, the five mice climb the Andes mountains in search of a mysterious treasure that's hidden in the Secret City of the Incas. Readers will love following the clues to help the Thea Sisters solve the mystery!",http://books.google.com/books/content?id=6QIiIbIjKiIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9780545227728,Open Library,Thea Stilton and the Cherry Blossom Adventure,Elisabetta Dami,Scholastic,2011,,,"Theft, Stealing, Students, Juvenile fiction, Mystery and detective stories",,,,https://covers.openlibrary.org/b/id/6691804-M.jpg,,,
9780545227735,Google Books,Oscar (The Puppy Place #30),Ellen Miles,Scholastic Inc.,2013-04-30,en,177.0,Juvenile Fiction,4.5,8.0,"Welcome to the Puppy Place--where every puppy finds a home! Charles and Lizzie Peterson love puppies. Their family fosters these young dogs, giving them love and proper care, until they can find the perfect forever home. When Lizzie gets a phone call from Aunt Amanda about Oscar, a schnauzer, she wants to help. But this puppy has trouble getting along with other dogs. Will Lizzie be able to find this pup a friend?",http://books.google.com/books/content?id=1cjFz-p3vY8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
